gene;Column1;alleles_with_growth_0-0.062;alleles_with_growth_0.062-0.12;alleles_with_growth_0.12-0.25;alleles_with_growth_0.25-0.5;alleles_with_growth_0.5-2;alleles_with_growth_2-4;alleles_with_growth_4-8;alleles_with_growth_8-16;alleles_with_growth_16-inf;pvalue;FDR;MeanFC_DIU1;gene_name;defline;description;synonyms;predalgo_protein_localization;PFAM;Panther;KOG;KEGG_ec;KEGG_Orthology;Gene_Ontology_terms;best_arabidopsis_TAIR10_hit_name;best_arabidopsis_TAIR10_hit_symbol;best_arabidopsis_TAIR10_hit_defline
Cre13.g603950;CHLRE_13g603950v5;0;0;0;0;3;0;0;0;0;1;1;0;CYN50,CYN14;-;-;g14573.t1,Cre13.g603950.t1.1,CYN14;O;PF00160;-;-;-;-;GO:0003755,GO:0006457;AT4G17070.1;-;peptidyl-prolyl cis-trans isomerases
Cre13.g604050;CHLRE_13g604050v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g14575.t1,Cre13.g604050.t1.1;SP;-;PTHR23244,PTHR23244:SF105;-;-;-;-;AT1G03445.1;BSU1;Serine/threonine protein phosphatase family protein
Cre13.g604150;CHLRE_13g604150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14576.t1,Cre13.g604150.t1.1;M;PF00664,PF00005;PTHR24221,PTHR24221:SF68;KOG0057;-;-;GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085,GO:0016887;AT4G28620.1;ATATM2,ATM2;ABC transporter of the mitochondrion 2
Cre13.g604200;CHLRE_13g604200v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14577.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g604250;CHLRE_13g604250v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14578.t1;O;PF01822;-;KOG0108;-;-;-;-;-;-
Cre13.g604350;CHLRE_13g604350v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14580.t1, g14580.t2;O;PF00069;PTHR23257:SF309,PTHR23257;KOG0192;-;-;GO:0004672,GO:0005524,GO:0006468;AT5G49470.3;-;PAS domain-containing protein tyrosine kinase family protein
Cre13.g604501;CHLRE_13g604501v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14583.t1;O;PF04564;-;-;-;-;GO:0000151,GO:0004842,GO:0016567;-;-;-
Cre13.g604550;CHLRE_13g604550v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14584.t1,Cre13.g604550.t1.1;O;-;PTHR10588;-;-;-;-;AT5G22320.1;-;Leucine-rich repeat (LRR) family protein
Cre13.g604750;CHLRE_13g604750v5;0;0;0;1;2;0;0;0;0;0.0791576393665;1;-1;CGL94;-;-;g14588.t1,Cre13.g604750.t1.1;O;PF00097;PTHR22764,PTHR22764:SF20;-;-;-;-;AT5G12310.1;-;RING/U-box superfamily protein
Cre13.g604800;CHLRE_13g604800v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14589.t1,Cre13.g604800.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g604850;CHLRE_13g604850v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14590.t1;O;-;-;-;-;-;-;AT4G32960.1;-;-
Cre13.g604905;CHLRE_13g604905v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14591.t1,Cre13.g604905.t1.1;M;-;-;-;-;-;-;-;-;-
Cre13.g604950;CHLRE_13g604950v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g14592.t3, g14592.t2, g14592.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g605000;CHLRE_13g605000v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;-;-;-;g14593.t1;M;PF00069;PTHR23257;KOG0192;-;-;GO:0004672,GO:0005524,GO:0006468;AT5G03730.1;AtCTR1,CTR1,SIS1;Protein kinase superfamily protein
Cre13.g605050;CHLRE_13g605050v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14594.t1;O;PF12460;PTHR12891;-;-;-;-;AT5G48120.1;-;ARM repeat superfamily protein
Cre13.g605100;CHLRE_13g605100v5;0;0;0;0;6;1;0;0;0;0.468869732722;1;1;PDE20;3\',5\'-cyclic-nucleotide phosphodiesterase;Similarity to Dictyostelium PDE encoded by regA gene;g14595.t1,Cre13.g605100.t1.1,PDE20;O;PF01590,PF00233;PTHR11347:SF75,PTHR11347;KOG3689;3.1.4.35;K13761;GO:0005515,GO:0004114,GO:0007165;-;-;-
Cre13.g605200;CHLRE_13g605200v5;0;0;0;0;10;0;0;0;0;1;1;0;MMP29;-;-;g14597.t2,MMP29, g14597.t1,MMP29;SP;PF05548;-;-;-;-;-;-;-;-
Cre13.g605300;CHLRE_13g605300v5;0;0;0;0;8;0;0;0;0;1;1;0;-;-;-;g14599.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g605350;CHLRE_13g605350v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14600.t1, g14600.t2;O;-;-;-;-;-;-;-;-;-
Cre13.g605368;CHLRE_13g605368v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14601.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g605386;CHLRE_13g605386v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14602.t5,Cre13.g605451.t2.1, g14602.t3,Cre13.g605451.t5.1, g14602.t1,Cre13.g605451.t4.1, g14602.t4,Cre13.g605451.t1.2, g14602.t2,Cre13.g605451.t3.1;M;-;-;-;-;-;-;-;-;-
Cre13.g605404;CHLRE_13g605404v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14603.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g605500;CHLRE_13g605500v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14604.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g605550;CHLRE_13g605550v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14605.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g605600;CHLRE_13g605600v5;0;0;0;0;3;0;0;0;0;1;1;0;OAS1;-;-;g14606.t2,OAS1, g14606.t1,OAS1;O;PF10421;-;-;-;-;-;-;-;-
Cre13.g605650;CHLRE_13g605650v5;0;0;0;0;3;0;0;0;0;1;1;0;ALD7;-;-;g14607.t1,Cre13.g605650.t1.1,ALD7;O;PF00171;PTHR11699,PTHR11699:SF45;KOG2450;1.2.1.8;K00130;GO:0008152,GO:0016491,GO:0055114;AT1G74920.1;ALDH10A8;aldehyde dehydrogenase 10A8
Cre13.g605750;CHLRE_13g605750v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14609.t1,Cre13.g605750.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g605800;CHLRE_13g605800v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14610.t1;O;PF07529;-;-;-;-;-;AT3G24880.1;-;Helicase/SANT-associated, DNA binding protein
Cre13.g605850;CHLRE_13g605850v5;0;0;0;0;7;0;0;0;0;1;1;0;-;-;-;g14611.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g605900;CHLRE_13g605900v5;0;0;0;0;10;0;0;0;0;1;1;0;-;-;-;g14612.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g606000;CHLRE_13g606000v5;0;0;0;0;2;0;0;0;0;1;1;0;EFG7;Elongation factor-like protein;"Elongation factor, GTP-binding-like hypothetical protein; possibly organellar";g14614.t1,Cre13.g606000.t1.1;M;PF00009,PF00679,PF03144;PTHR23115:SF14,PTHR23115;KOG0462;-;-;GO:0003924,GO:0005525;AT2G31060.2;-;elongation factor family protein
Cre13.g606050;CHLRE_13g606050v5;0;0;0;0;1;0;0;0;0;1;NA;0;TSY1;-;-;g14615.t1,Cre13.g606050.t1.1,TSY1;C;PF00579,PF01479;PTHR11766;KOG2623;6.1.1.1;K01866;GO:0000166,GO:0004812,GO:0005524,GO:0005737,GO:0006412,GO:0006418,GO:0004831,GO:0006437,GO:0003723;AT3G02660.1;emb2768;Tyrosyl-tRNA synthetase, class Ib, bacterial/mitochondrial
Cre13.g606101;CHLRE_13g606101v5;0;0;0;0;5;1;0;0;0;0.418627062421;1;1;-;-;-;g14616.t1,Cre13.g606100.t1.3;SP;-;PTHR19959;-;-;-;-;-;-;-
Cre13.g606150;CHLRE_13g606150v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14617.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g606200;CHLRE_13g606200v5;0;0;0;0;3;0;0;0;0;1;1;0;TMC5;-;-;g14618.t2,TMC5, g14618.t1,TMC5;O;PF01472,PF01189;PTHR22807:SF7,PTHR22807;KOG1122;-;-;GO:0003723;AT1G06560.1;-;NOL1/NOP2/sun family protein
Cre13.g606250;CHLRE_13g606250v5;0;0;0;0;4;0;0;0;0;1;1;0;CYG41;Adenylate/guanylate cyclase;Protein with C-terminal domain similar to guanylate cyclase isoform A [Drosophila melanogaster];g14619.t1;O;PF00211;PTHR11920;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre13.g606300;CHLRE_13g606300v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14620.t2, g14620.t1;SP;-;-;-;-;-;-;-;-;-
Cre13.g606350;CHLRE_13g606350v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14621.t1, g14621.t2;M;-;-;-;-;-;-;AT4G00800.1;-;transducin family protein / WD-40 repeat family protein
Cre13.g606550;CHLRE_13g606550v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14624.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g606600;CHLRE_13g606600v5;0;0;0;0;2;0;0;0;0;1;1;0;CGK1;cGMP-dependent protein kinase;Putative cGMP-dependent protein kinase 1, alpha isozyme, serine/threonine kinase domain, protein kinase domain;g14625.t1,CGK1;C;PF00069;PTHR24356:SF127,PTHR24356;KOG0586;-;-;GO:0004672,GO:0005524,GO:0006468;AT3G52890.1;KIPK;KCBP-interacting protein kinase
Cre13.g606652;CHLRE_13g606652v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14626.t1;M;PF00078;PTHR10178,PTHR10178:SF42;-;-;-;GO:0003723,GO:0003964,GO:0006278;-;-;-
Cre13.g606750;CHLRE_13g606750v5;0;0;0;0;21;3;0;0;0;0.365606849222;1;3;-;-;-;g14628.t1;O;PF00023,PF00642;PTHR12447;KOG3227;-;-;GO:0005515,GO:0003676,GO:0008270;AT2G35430.1;-;Zinc finger C-x8-C-x5-C-x3-H type family protein
Cre13.g606800;CHLRE_13g606800v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14630.t1,Cre13.g606800.t1.1;C;PF02698;-;-;-;-;-;-;-;-
Cre13.g606950;CHLRE_13g606950v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14633.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g606962;CHLRE_13g606962v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14634.t1,Cre13.g606956.t2.1, g14634.t2,Cre13.g606956.t1.2;-;-;-;-;-;-;-;-;-;-
Cre13.g606974;CHLRE_13g606974v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14635.t1;O;-;-;-;-;-;-;-;-;-
Cre13.g607000;CHLRE_13g607000v5;0;0;0;1;3;0;0;0;0;0.110515444773;1;-1;XHP1;-;-;g14636.t1,Cre13.g607000.t1.1,XHP1;O;PF01546;PTHR11014:SF2,PTHR11014;-;3.4.13.3;K01270;GO:0006508,GO:0008152,GO:0016787;-;-;-
Cre13.g607050;CHLRE_13g607050v5;0;0;0;0;2;0;0;0;0;1;1;0;TST,THT1,TST1,TSU1;Thiosulfate sulfurtransferase;Thiosulfate sulfurtransferase (Rhodanese, THTR). Participates in the formation of iron-sulfur complexes, cyanide detoxification or modification of sulfur-containing enzymes. Located in the mitochondrial matrix.  Previously annotated as TST or TST1, but th;g14637.t1,Cre13.g607050.t1.1,THT1,TST,TST1,TSU1;C;PF00581;PTHR11364;KOG1529;2.8.1.1,2.8.1.2;K01011;-;AT1G79230.1;ATMST1,ATRDH1,MST1,ST1,STR1;mercaptopyruvate sulfurtransferase 1
Cre13.g607100;CHLRE_13g607100v5;0;0;0;0;9;1;0;0;0;0.595008198837;1;1;CYG6;Adenylate/guanylate cyclase;Internal domains similar to Guanylyl cyclase, isoform C [Drosophila melanogaster];g14638.t1,Cre13.g607100.t1.1;M;PF00211;PTHR11920:SF137,PTHR11920;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre13.g607150;CHLRE_13g607150v5;0;0;0;0;4;0;0;0;0;1;1;0;CYG57;Adenylate/guanylate cyclase;"Internal domains similar to Guanylyl cyclase, isoform C [Drosophila melanogaster]; similar to adenylate cyclase, type II (EC 4.6.1.1) (ATP pyrophosphate-lyase 2)";g14639.t1;O;PF00211;PTHR11920:SF137,PTHR11920;-;-;-;GO:0009190,GO:0016849,GO:0035556;-;-;-
Cre13.g607250;CHLRE_13g607250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14641.t1;M;-;-;-;-;-;-;-;-;-
Cre13.g607300;CHLRE_13g607300v5;0;0;0;0;3;0;0;0;0;1;1;0;MAPK5;Mitogen-Activated Protein Kinase;"Mitogen-activated protein kinase homolog 5; Downstream kinase in the canonical MAP kinase pathway";g14642.t1,Cre13.g607300.t1.1,MAPK5;O;PF00069;PTHR24055,PTHR24055:SF66;KOG0660;2.7.11.24;K08293;GO:0004672,GO:0005524,GO:0006468;AT4G11330.1;ATMPK5,MPK5;MAP kinase 5
Cre13.g607400;CHLRE_13g607400v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14644.t1;C;-;-;-;-;-;-;-;-;-
Cre13.g607450;CHLRE_13g607450v5;0;0;0;0;4;0;0;0;0;1;1;0;DAK1;Dihydroxyacetone kinase;Contains Pfam domains, PF02733: DAK1 domain and PF02734: DAK2 domain;g14645.t1,DAK1;O;PF02733,PF02734;PTHR10854;KOG2426;-;-;GO:0004371,GO:0006071;AT3G17770.1;-;Dihydroxyacetone kinase
Cre13.g607500;CHLRE_13g607500v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14646.t1,Cre13.g607500.t1.1;O;PF03730,PF02735,PF02037,PF03731;PTHR12604:SF10,PTHR12604;KOG2327;-;K10884;GO:0003677,GO:0004003,GO:0006303,GO:0003676;AT1G16970.1;ATKU70,KU70;KU70 homolog
Cre13.g607650;CHLRE_13g607650v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14649.t1;O;-;PTHR10891;KOG0027;-;-;-;AT4G35310.1;ATCPK5,CPK5;calmodulin-domain protein kinase 5
Cre13.g607700;CHLRE_13g607700v5;0;0;0;1;3;0;0;0;0;0.110515444773;1;-1;-;-;-;g14650.t1,Cre13.g607700.t1.1;O;-;-;-;-;-;-;-;-;-
Cre13.g607800;CHLRE_13g607800v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14652.t1;M;-;-;KOG3454;-;-;-;-;-;-
Cre13.g607900;CHLRE_13g607900v5;0;0;0;0;3;0;0;0;0;1;1;0;CPLD68;-;-;g14654.t1;M;-;-;-;-;-;-;AT2G38780.1;-;-
Cre14.g608050;CHLRE_14g608050v5;0;0;0;1;7;3;0;0;0;0.0219679482106;1;2;-;-;-;g14657.t1;SP;PF10351;-;-;-;-;-;AT5G49680.2;KIP;"Golgi-body localisation protein domain ;RNA pol II promoter Fmp27 protein domain"
Cre14.g608150;CHLRE_14g608150v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14660.t1;M;-;PTHR25719:SF5,PTHR25719;-;-;-;-;AT4G13750.1;NOV;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Cre14.g608200;CHLRE_14g608200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14661.t1;O;-;-;-;-;-;-;AT4G13750.1;NOV;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein
Cre14.g608250;CHLRE_14g608250v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14663.t1,Cre14.g608250.t1.1;O;-;-;-;-;-;-;-;-;-
Cre14.g608275;CHLRE_14g608275v5;0;0;0;1;1;0;0;0;0;0.0498251317335;1;-1;-;-;-;g14664.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g608300;CHLRE_14g608300v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14665.t1,Cre14.g608300.t1.1;M;-;-;-;-;-;-;-;-;-
Cre14.g608400;CHLRE_14g608400v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14667.t1,Cre14.g608400.t1.1;C;-;-;-;-;-;-;-;-;-
Cre14.g608452;CHLRE_14g608452v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14668.t1;O;PF00443;PTHR24006,PTHR24006:SF57;-;3.1.2.15;K11366;GO:0004221,GO:0006511;AT5G10790.1;UBP22;ubiquitin-specific protease 22
Cre14.g608550;CHLRE_14g608550v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14670.t1,Cre14.g608550.t1.1;O;-;-;-;-;-;-;-;-;-
Cre14.g608700;CHLRE_14g608700v5;0;0;0;0;3;0;0;0;0;1;1;0;ADT1;-;-;g14673.t1,Cre14.g608700.t1.1,ADT1;M;PF00155;PTHR11751,PTHR11751:SF15;KOG0634;2.6.1.27,2.6.1.5,2.6.1.57;K00838;GO:0009058,GO:0016769,GO:0030170;-;-;-
Cre14.g608750;CHLRE_14g608750v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14674.t1,Cre14.g608750.t1.1;M;-;-;-;-;-;-;-;-;-
Cre14.g608788;CHLRE_14g608788v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14675.t1,Cre14.g608788.t1.1;SP;PF00892;-;-;-;-;GO:0016020;-;-;-
Cre14.g608800;CHLRE_14g608800v5;0;0;0;0;2;0;0;0;0;1;1;0;SDR24;-;-;g14676.t1,Cre14.g608800.t1.1,SDR24;C;PF00106;PTHR24314,PTHR24314:SF37;KOG0725;1.1.1.294;K13606;GO:0008152,GO:0016491;AT5G04900.1;NOL;NYC1-like
Cre14.g608990;CHLRE_14g608990v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14681.t1;C;-;-;-;-;-;-;-;-;-
Cre14.g609030;CHLRE_14g609030v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g14683.t1;O;PF00795;PTHR23088;KOG0807;-;-;GO:0006807,GO:0016810;AT4G08790.1;-;Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase family protein
Cre14.g609100;CHLRE_14g609100v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14685.t1,Cre14.g609100.t1.1;O;-;-;-;-;-;-;-;-;-
Cre14.g609150;CHLRE_14g609150v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14686.t1;C;-;-;-;-;-;-;-;-;-
Cre14.g609202;CHLRE_14g609202v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14687.t1;O;PF01471,PF00413,PF00264;PTHR10201:SF75,PTHR10201;-;-;-;GO:0004222,GO:0006508,GO:0008270,GO:0031012,GO:0008152,GO:0016491;AT4G16640.1;-;Matrixin family protein
Cre14.g609250;CHLRE_14g609250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14688.t1;C;-;-;-;-;-;-;-;-;-
Cre14.g609300;CHLRE_14g609300v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14689.t1,Cre14.g609300.t1.1;C;-;PTHR19288,PTHR19288:SF15;-;-;-;-;AT5G10460.1;-;Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Cre14.g609350;CHLRE_14g609350v5;0;0;0;1;5;0;0;0;0;0.177112892037;1;-1;-;-;-;g14690.t1;C;PF00249;PTHR10641;-;-;-;-;AT5G11510.1;AtMYB3R4,MYB3R-4;myb domain protein 3r-4
Cre14.g609400;CHLRE_14g609400v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14691.t1;C;-;-;KOG1635;-;-;-;-;-;-
Cre14.g609500;CHLRE_14g609500v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14693.t1;M;PF04720;-;-;-;-;-;AT2G38820.2;-;Protein of unknown function (DUF506)
Cre14.g609700;CHLRE_14g609700v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14697.t1;SP;PF03351;-;-;-;-;-;-;-;-
Cre14.g609750;CHLRE_14g609750v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14698.t1;SP;PF03351;-;KOG4743;-;-;-;-;-;-
Cre14.g609800;CHLRE_14g609800v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g14699.t1,Cre14.g609800.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre14.g609850;CHLRE_14g609850v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14700.t1,Cre14.g609850.t1.1;SP;-;-;-;-;-;-;-;-;-
Cre14.g609900;CHLRE_14g609900v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14701.t1;SP;PF03351,PF03188;PTHR23130;KOG4293;-;-;GO:0016021;AT3G25290.1;-;Auxin-responsive family protein
Cre14.g609926;CHLRE_14g609926v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14702.t1;M;-;-;-;-;-;-;-;-;-
Cre14.g609950;CHLRE_14g609950v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14703.t1,Cre14.g609950.t1.1;M;-;-;-;-;-;-;-;-;-
Cre14.g610050;CHLRE_14g610050v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14705.t1,Cre14.g610050.t1.1;O;PF06209;-;-;-;-;GO:0005634,GO:0045892;-;-;-
Cre14.g610150;CHLRE_14g610150v5;0;0;0;0;0;1;0;0;0;0.086434321978;NA;1;-;-;-;g14707.t1,Cre14.g610150.t1.1;M;-;-;-;-;-;-;-;-;-
Cre14.g610200;CHLRE_14g610200v5;0;0;0;0;3;0;0;0;0;1;1;0;-;-;-;g14708.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g610250;CHLRE_14g610250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14709.t1,Cre14.g610250.t1.1;C;-;-;-;-;-;-;-;-;-
Cre14.g610351;CHLRE_14g610351v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14711.t1,Cre14.g610350.t1.3;M;PF08637;-;-;-;-;-;AT5G12290.1;DGS1;dgd1 suppressor 1
Cre14.g610450;CHLRE_14g610450v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14713.t1,Cre14.g610450.t1.1;C;PF02535;-;-;-;-;GO:0016020,GO:0030001,GO:0046873,GO:0055085;-;-;-
Cre14.g610501;CHLRE_14g610501v5;0;0;0;0;3;0;0;0;0;1;1;0;SDR34;-;-;g14714.t1,Cre14.g610500.t1.2,SDR34;C;PF00106;PTHR24322;KOG1205;-;-;GO:0008152,GO:0016491;AT2G29260.1;-;NAD(P)-binding Rossmann-fold superfamily protein
Cre14.g610550;CHLRE_14g610550v5;0;0;1;0;0;0;0;0;0;0.00194057640364;NA;-2;-;-;-;g14715.t1;O;PF00651;PTHR26379,PTHR26379:SF178;-;-;-;GO:0005515;AT5G19330.1;ARIA;ARM repeat protein interacting with  ABF2
Cre14.g610566;CHLRE_14g610566v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14716.t1, g14716.t2;M;PF02209;-;-;-;-;GO:0003779,GO:0007010;-;-;-
Cre14.g610647;CHLRE_14g610647v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14721.t1,Cre42.g787350.t1.1;M;PF02209;-;-;-;-;GO:0003779,GO:0007010;-;-;-
Cre14.g610750;CHLRE_14g610750v5;0;0;1;0;8;0;0;0;0;0.0264501612018;1;-2;MAE16;-;-;g14724.t1,MAE16;SP;PF01554;PTHR11206;KOG1347;-;-;GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085;AT1G71140.1;-;MATE efflux family protein
Cre14.g610850;CHLRE_14g610850v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14726.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g610900;CHLRE_14g610900v5;0;0;0;0;5;0;0;0;0;1;1;0;-;-;-;g14727.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g610950;CHLRE_14g610950v5;0;0;0;0;1;0;0;0;0;1;NA;0;PBD1;20S proteasome beta subunit D, type 2;20S proteasome beta subunit D, type 2.  Expressed in a transcriptome screen for response to trace levels of cadmium, Simon et al. 2008 [PMID: 1838423].  Previously annotated as PBD1;g14728.t1,Cre14.g610950.t1.1,PBD1;O;PF00227;PTHR11599,PTHR11599:SF6;KOG0177;3.4.25.1;K02734;GO:0004298,GO:0005839,GO:0051603;AT4G14800.1;PBD2;20S proteasome beta subunit D2
Cre14.g611051;CHLRE_14g611051v5;0;0;0;0;1;1;0;0;0;0.165395681249;1;1;-;-;-;g14730.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g611100;CHLRE_14g611100v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14731.t2,Cre14.g611100.t1.1, g14731.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g611200;CHLRE_14g611200v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14733.t1,Cre14.g611200.t1.1;C;PF02536;PTHR13068;-;-;-;-;AT4G14605.1;-;Mitochondrial transcription termination factor family protein
Cre14.g611250;CHLRE_14g611250v5;0;0;0;0;2;0;0;0;0;1;1;0;-;-;-;g14734.t1,Cre14.g611250.t1.1;O;PF06565;PTHR12086;KOG0043;-;-;-;-;-;-
Cre14.g611300;CHLRE_14g611300v5;0;0;0;1;1;0;0;0;0;0.0498251317335;1;-1;COP3;Chlamoypsin, light-gated proton channel rhodopsin;"[PMID: 12060707; PMID: 12089443]";g14735.t1,COP3;SP;PF01036;-;-;-;-;GO:0005216,GO:0006811,GO:0016020;-;-;-
Cre14.g611350;CHLRE_14g611350v5;0;0;0;0;1;0;0;0;0;1;NA;0;-;-;-;g14736.t1;O;-;-;-;-;-;-;-;-;-
Cre14.g611484;CHLRE_14g611484v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14739.t2, g14739.t3, g14739.t1;M;-;-;-;-;-;-;-;-;-
Cre14.g611517;CHLRE_14g611517v5;0;0;0;0;4;0;0;0;0;1;1;0;-;-;-;g14740.t1;O;-;PTHR11260:SF68,PTHR11260;KOG2903;-;-;-;AT5G44000.1;-;Glutathione S-transferase family protein
Cre14.g611552;CHLRE_14g611552v5;0;0;0;0;3;0;0;0;0;1;1;0;TGL22;-;-;g14741.t1,Cre14.g611600.t1.2,TGL22;SP;PF01764;PTHR21493:SF9,PTHR21493;-;-;-;GO:0004806,GO:0006629;AT5G18640.1;-;alpha/beta-Hydrolases superfamily protein
Cre14.g611650;CHLRE_14g611650v5;0;0;0;0;4;1;0;0;0;0.363630070175;1;1;ALO2;-;-;g14742.t1,ALO2;C;PF01565;PTHR13878,PTHR13878:SF9;-;-;-;GO:0016491,GO:0050660;AT3G47930.2;ATGLDH,GLDH;L-galactono-1,4-lactone dehydrogenase
